shipment_id,product_id,carrier_id,route_id,shipment_date,promised_delivery_date,actual_delivery_date,quantity_shipped,quantity_delivered,shipment_value_usd
S008206,P012,C08,R044,2023-12-20,2023-12-25,2023-12-25,103,103,409940
S008207,P004,C06,R028,2024-12-05,2024-12-08,2024-12-08,372,372,28365
S008208,P013,C08,R035,2023-04-07,2023-04-09,2023-04-09,402,402,753750
S008209,P015,C06,R005,2024-04-07,2024-04-08,2024-04-08,359,359,951350
S008210,P012,C01,R022,2024-11-20,2024-11-24,2024-11-24,28,28,111440
S008211,P005,C01,R037,2024-05-06,2024-05-07,2024-05-07,164,164,34440
S008212,P007,C02,R021,2022-07-15,2022-07-16,2022-07-16,272,272,856800
S008213,P018,C06,R036,2022-12-27,2023-01-01,2023-01-01,385,385,13090
S008214,P016,C09,R033,2024-10-02,2024-10-03,2024-10-03,169,169,561080
S008215,P019,C04,R009,2023-04-03,2023-04-04,2023-04-04,302,302,6870.5
S008216,P016,C08,R036,2023-11-27,2023-12-02,2023-12-02,185,185,614200
S008217,P015,C10,R002,2023-08-29,2023-09-02,2023-09-02,405,405,1073250
S008218,P009,C03,R010,2022-08-21,2022-08-26,2022-08-26,224,224,69440
S008219,P016,C08,R009,2024-09-12,2024-09-13,2024-09-13,298,298,989360
S008220,P011,C10,R025,2024-03-19,2024-03-20,2024-03-20,287,287,829430
S008221,P013,C05,R028,2024-10-20,2024-10-23,2024-10-23,287,287,538125
S008222,P011,C05,R039,2023-05-31,2023-06-01,2023-06-01,462,462,1335180
S008223,P008,C08,R041,2022-09-10,2022-09-11,2022-09-11,408,408,116280
S008224,P003,C08,R028,2024-06-05,2024-06-08,2024-06-08,37,37,1554
S008225,P017,C01,R013,2024-04-01,2024-04-02,2024-04-02,360,360,6660
S008226,P015,C08,R004,2024-10-11,2024-10-15,2024-10-15,436,436,1155400
S008227,P012,C08,R041,2024-07-22,2024-07-23,2024-07-23,372,372,1480560
S008228,P018,C09,R001,2023-02-21,2023-02-22,2023-02-22,141,141,4794
S008229,P012,C04,R040,2023-06-20,2023-06-23,2023-06-23,162,162,644760
S008230,P009,C06,R020,2023-05-16,2023-05-20,2023-05-20,485,485,150350
S008231,P002,C10,R030,2022-12-25,2022-12-28,2022-12-28,358,358,35263
S008232,P001,C06,R046,2022-05-08,2022-05-11,2022-05-11,487,487,70615
S008233,P009,C01,R031,2024-07-31,2024-08-01,2024-08-01,66,66,20460
S008234,P005,C07,R030,2022-08-06,2022-08-09,2022-08-09,54,54,11340
S008235,P010,C01,R015,2024-12-17,2024-12-18,2024-12-18,294,294,1646400
S008236,P009,C07,R008,2024-09-05,2024-09-07,2024-09-07,482,482,149420
S008237,P019,C03,R027,2024-07-09,2024-07-11,2024-07-11,483,483,10988.25
S008238,P015,C05,R008,2024-05-04,2024-05-06,2024-05-06,121,121,320650
S008239,P010,C09,R002,2024-09-27,2024-10-01,2024-10-01,178,178,996800
S008240,P010,C02,R002,2022-07-17,2022-07-21,2022-07-21,349,298,1954400
S008241,P009,C05,R025,2024-03-02,2024-03-03,2024-03-03,294,294,91140
S008242,P020,C05,R040,2024-05-02,2024-05-05,2024-05-05,254,254,3810
S008243,P004,C05,R002,2024-08-14,2024-08-18,2024-08-21,483,483,36828.75
S008244,P001,C10,R007,2023-05-16,2023-05-18,2023-05-19,499,499,72355
S008245,P019,C06,R021,2023-11-27,2023-11-28,2023-11-28,212,212,4823
S008246,P008,C04,R009,2024-06-12,2024-06-13,2024-06-13,472,472,134520
S008247,P005,C03,R047,2024-09-23,2024-09-24,2024-09-24,257,257,53970
S008248,P008,C02,R043,2024-12-16,2024-12-17,2024-12-17,48,48,13680
S008249,P011,C05,R028,2024-06-14,2024-06-17,2024-06-17,484,484,1398760
S008250,P009,C06,R010,2024-08-21,2024-08-26,2024-08-26,84,84,26040
S008251,P019,C03,R047,2024-01-19,2024-01-20,2024-01-20,379,379,8622.25
S008252,P014,C02,R017,2023-07-21,2023-07-22,2023-07-22,104,104,644800
S008253,P016,C04,R035,2022-07-29,2022-07-31,2022-07-31,407,407,1351240
S008254,P011,C05,R010,2023-07-18,2023-07-23,2023-07-23,324,324,936360
S008255,P001,C06,R035,2024-04-10,2024-04-12,2024-04-15,250,250,36250
S008256,P009,C01,R025,2024-03-12,2024-03-13,2024-03-13,24,24,7440
S008257,P014,C01,R008,2024-08-25,2024-08-27,2024-08-27,472,472,2926400
S008258,P006,C02,R028,2022-10-31,2022-11-03,2022-11-03,492,492,2066400
S008259,P016,C06,R005,2023-12-30,2023-12-31,2023-12-31,441,441,1464120
S008260,P011,C02,R007,2024-10-18,2024-10-20,2024-10-20,462,462,1335180
S008261,P013,C02,R009,2023-04-23,2023-04-24,2023-04-24,475,475,890625
S008262,P012,C07,R022,2022-06-01,2022-06-05,2022-06-05,353,353,1404940
S008263,P020,C03,R033,2024-09-11,2024-09-12,2024-09-12,498,498,7470
S008264,P015,C06,R002,2024-11-13,2024-11-17,2024-11-20,88,88,233200
S008265,P011,C10,R007,2023-02-22,2023-02-24,2023-02-24,414,414,1196460
S008266,P007,C06,R036,2023-12-16,2023-12-21,2023-12-23,344,344,1083600
S008267,P009,C10,R013,2023-05-31,2023-06-01,2023-06-01,425,425,131750
S008268,P015,C01,R008,2023-11-30,2023-12-02,2023-12-02,114,114,302100
S008269,P016,C01,R025,2024-07-27,2024-07-28,2024-07-28,240,240,796800
S008270,P017,C10,R027,2024-02-22,2024-02-24,2024-02-24,428,428,7918
S008271,P020,C08,R007,2023-09-14,2023-09-16,2023-09-16,179,179,2685
S008272,P007,C08,R033,2024-12-21,2024-12-22,2024-12-22,162,162,510300
S008273,P013,C06,R013,2024-11-18,2024-11-19,2024-11-19,322,322,603750
S008274,P017,C10,R038,2023-06-04,2023-06-08,2023-06-08,358,358,6623
S008275,P020,C10,R017,2024-05-29,2024-05-30,2024-05-30,274,274,4110
S008276,P003,C10,R032,2024-06-27,2024-06-30,2024-06-30,98,98,4116
S008277,P019,C08,R001,2023-10-21,2023-10-22,2023-10-22,484,484,11011
S008278,P013,C05,R036,2023-11-26,2023-12-01,2023-12-01,304,304,570000
S008279,P014,C10,R046,2024-10-01,2024-10-04,2024-10-06,489,489,3031800
S008280,P005,C01,R036,2024-09-09,2024-09-14,2024-09-18,184,184,38640
S008281,P012,C10,R005,2024-07-12,2024-07-13,2024-07-13,244,244,971120
S008282,P018,C07,R014,2022-06-01,2022-06-05,2022-06-05,74,74,2516
S008283,P013,C01,R025,2022-05-22,2022-05-23,2022-05-23,353,353,661875
S008284,P002,C02,R043,2022-11-22,2022-11-23,2022-11-23,237,237,23344.5
S008285,P017,C01,R027,2024-07-21,2024-07-23,2024-07-23,79,79,1461.5
S008286,P013,C06,R038,2023-08-28,2023-09-01,2023-09-01,51,51,95625
S008287,P011,C07,R027,2024-05-06,2024-05-08,2024-05-08,196,196,566440
S008288,P017,C05,R003,2023-07-02,2023-07-03,2023-07-03,232,232,4292
S008289,P019,C09,R039,2024-03-02,2024-03-03,2024-03-03,240,240,5460
S008290,P018,C07,R025,2024-11-14,2024-11-15,2024-11-15,290,290,9860
S008291,P012,C10,R001,2024-07-02,2024-07-03,2024-07-03,467,467,1858660
S008292,P012,C02,R026,2023-07-20,2023-07-22,2023-07-22,438,438,1743240
S008293,P001,C03,R050,2023-10-29,2023-11-02,2023-11-02,345,345,50025
S008294,P011,C04,R013,2024-06-17,2024-06-18,2024-06-18,146,146,421940
S008295,P004,C01,R023,2024-10-08,2024-10-09,2024-10-09,32,32,2440
S008296,P020,C08,R004,2024-11-19,2024-11-23,2024-11-23,331,331,4965
S008297,P005,C01,R034,2024-09-14,2024-09-18,2024-09-18,333,333,69930
S008298,P003,C03,R047,2024-10-11,2024-10-12,2024-10-12,235,235,9870
S008299,P008,C10,R030,2024-08-16,2024-08-19,2024-08-19,379,379,108015
S008300,P020,C05,R033,2023-02-08,2023-02-09,2023-02-09,168,168,2520
S008301,P011,C03,R048,2022-02-14,2022-02-16,2022-02-16,492,492,1421880
S008302,P015,C09,R050,2024-10-20,2024-10-24,2024-10-24,112,112,296800
S008303,P005,C08,R013,2024-07-20,2024-07-21,2024-07-21,199,199,41790
S008304,P012,C08,R047,2024-12-10,2024-12-11,2024-12-12,332,332,1321360
S008305,P020,C01,R034,2024-11-25,2024-11-29,2024-11-29,451,451,6765
S008306,P019,C07,R011,2023-08-17,2023-08-18,2023-08-18,90,90,2047.5
S008307,P007,C04,R020,2023-06-14,2023-06-18,2023-06-18,429,429,1351350
S008308,P016,C07,R048,2024-03-21,2024-03-23,2024-03-23,452,452,1500640
S008309,P013,C03,R039,2024-07-15,2024-07-16,2024-07-16,443,443,830625
S008310,P008,C10,R022,2024-03-01,2024-03-05,2024-03-05,403,403,114855
S008311,P002,C06,R035,2024-04-10,2024-04-12,2024-04-12,128,128,12608
S008312,P020,C02,R020,2024-05-25,2024-05-29,2024-05-29,286,286,4290
S008313,P001,C09,R006,2024-02-06,2024-02-10,2024-02-14,390,390,56550
S008314,P013,C06,R015,2024-06-17,2024-06-18,2024-06-18,210,210,393750
S008315,P015,C06,R011,2024-11-21,2024-11-22,2024-11-22,37,37,98050
S008316,P010,C07,R028,2024-09-17,2024-09-20,2024-09-20,417,417,2335200
S008317,P009,C04,R043,2024-02-07,2024-02-08,2024-02-08,155,155,48050
S008318,P006,C09,R049,2024-09-04,2024-09-05,2024-09-05,199,199,835800
S008319,P007,C05,R010,2024-06-23,2024-06-28,2024-06-28,157,157,494550
S008320,P013,C04,R030,2024-07-23,2024-07-26,2024-07-26,146,146,273750
S008321,P015,C04,R007,2024-10-04,2024-10-06,2024-10-06,339,339,898350
S008322,P006,C08,R011,2024-03-31,2024-04-01,2024-04-01,174,174,730800
S008323,P001,C06,R030,2024-01-02,2024-01-05,2024-01-05,405,405,58725
S008324,P013,C10,R045,2023-11-15,2023-11-16,2023-11-16,65,65,121875
S008325,P018,C01,R016,2023-10-16,2023-10-21,2023-10-21,36,36,1224
S008326,P008,C07,R028,2023-06-24,2023-06-27,2023-06-27,183,183,52155
S008327,P014,C06,R037,2024-07-28,2024-07-29,2024-07-29,438,438,2715600
S008328,P013,C01,R002,2022-08-06,2022-08-10,2022-08-10,178,178,333750
S008329,P013,C09,R021,2024-05-08,2024-05-09,2024-05-09,162,162,303750
S008330,P003,C06,R027,2024-08-20,2024-08-22,2024-08-25,177,177,7434
S008331,P003,C02,R029,2024-07-14,2024-07-15,2024-07-15,384,384,16128
S008332,P004,C01,R042,2023-03-24,2023-03-28,2023-03-28,388,388,29585
S008333,P004,C06,R036,2024-05-18,2024-05-23,2024-05-23,245,245,18681.25
S008334,P019,C04,R012,2024-08-02,2024-08-04,2024-08-04,47,47,1069.25
S008335,P013,C09,R013,2024-06-23,2024-06-24,2024-06-25,21,21,39375
S008336,P013,C06,R018,2022-04-13,2022-04-17,2022-04-20,243,243,455625
S008337,P017,C01,R029,2022-06-06,2022-06-07,2022-06-07,310,310,5735
S008338,P017,C07,R042,2024-02-05,2024-02-09,2024-02-09,71,71,1313.5
S008339,P020,C06,R038,2024-11-27,2024-12-01,2024-12-01,71,71,1065
S008340,P008,C02,R017,2024-07-18,2024-07-19,2024-07-19,110,110,31350
S008341,P007,C09,R029,2022-10-25,2022-10-26,2022-10-26,257,257,809550
S008342,P004,C06,R028,2022-10-25,2022-10-28,2022-11-01,421,421,32101.25
S008343,P009,C10,R010,2024-01-05,2024-01-10,2024-01-10,392,392,121520
S008344,P001,C01,R022,2024-05-02,2024-05-06,2024-05-06,219,219,31755
S008345,P007,C09,R041,2024-09-24,2024-09-25,2024-09-25,77,77,242550
S008346,P012,C04,R037,2024-12-03,2024-12-04,2024-12-04,424,424,1687520
S008347,P018,C04,R023,2024-08-15,2024-08-16,2024-08-16,22,22,748
S008348,P010,C10,R048,2024-10-01,2024-10-03,2024-10-07,182,182,1019200
S008349,P003,C05,R018,2023-05-01,2023-05-05,2023-05-07,379,379,15918
S008350,P009,C01,R040,2024-11-11,2024-11-14,2024-11-17,439,439,136090
S008351,P007,C02,R050,2024-12-06,2024-12-10,2024-12-10,195,195,614250
S008352,P004,C07,R041,2024-03-22,2024-03-23,2024-03-23,128,128,9760
S008353,P007,C05,R035,2022-09-20,2022-09-22,2022-09-22,337,337,1061550
S008354,P012,C06,R011,2024-11-06,2024-11-07,2024-11-07,485,485,1930300
S008355,P006,C04,R006,2024-01-15,2024-01-19,2024-01-19,439,439,1843800
S008356,P007,C09,R045,2024-10-18,2024-10-19,2024-10-19,440,440,1386000
S008357,P020,C03,R004,2024-08-01,2024-08-05,2024-08-05,25,25,375
S008358,P012,C04,R042,2024-09-06,2024-09-10,2024-09-10,288,288,1146240
S008359,P017,C02,R007,2024-10-10,2024-10-12,2024-10-12,497,497,9194.5
S008360,P007,C06,R011,2024-11-12,2024-11-13,2024-11-13,225,225,708750
S008361,P008,C09,R024,2022-04-22,2022-04-27,2022-04-27,58,58,16530
S008362,P004,C06,R016,2023-07-28,2023-08-02,2023-08-03,21,21,1601.25
S008363,P009,C09,R017,2024-05-08,2024-05-09,2024-05-09,102,102,31620
S008364,P007,C02,R044,2024-10-23,2024-10-28,2024-10-29,210,210,661500
S008365,P013,C08,R036,2022-08-08,2022-08-13,2022-08-13,406,406,761250
S008366,P011,C01,R032,2024-07-22,2024-07-25,2024-07-25,379,379,1095310
S008367,P016,C05,R028,2022-03-07,2022-03-10,2022-03-14,444,444,1474080
S008368,P012,C04,R004,2024-04-07,2024-04-11,2024-04-11,477,477,1898460
S008369,P014,C01,R047,2024-01-29,2024-01-30,2024-02-01,21,21,130200
S008370,P016,C08,R044,2024-08-15,2024-08-20,2024-08-20,475,475,1577000
S008371,P020,C10,R033,2024-09-06,2024-09-07,2024-09-07,72,72,1080
S008372,P017,C03,R012,2024-11-04,2024-11-06,2024-11-06,457,457,8454.5
S008373,P007,C04,R014,2023-11-30,2023-12-04,2023-12-04,133,133,418950
S008374,P014,C02,R044,2024-06-04,2024-06-09,2024-06-09,104,104,644800
S008375,P019,C06,R040,2024-05-02,2024-05-05,2024-05-05,256,256,5824
S008376,P002,C08,R044,2024-09-28,2024-10-03,2024-10-03,213,213,20980.5
S008377,P014,C06,R021,2024-02-13,2024-02-14,2024-02-14,399,399,2473800
S008378,P007,C10,R026,2024-11-08,2024-11-10,2024-11-10,60,60,189000
S008379,P006,C01,R041,2024-07-17,2024-07-18,2024-07-18,472,472,1982400
S008380,P001,C07,R006,2024-10-27,2024-10-31,2024-10-31,225,225,32625
S008381,P012,C06,R021,2023-03-18,2023-03-19,2023-03-22,269,269,1070620
S008382,P017,C09,R021,2024-12-18,2024-12-19,2024-12-19,316,316,5846
S008383,P019,C01,R011,2024-05-31,2024-06-01,2024-06-01,387,387,8804.25
S008384,P020,C01,R047,2023-03-01,2023-03-02,2023-03-02,346,346,5190
S008385,P007,C09,R003,2024-10-20,2024-10-21,2024-10-21,337,337,1061550
S008386,P008,C10,R017,2022-08-28,2022-08-29,2022-08-29,277,277,78945
S008387,P012,C09,R012,2023-08-05,2023-08-07,2023-08-07,33,33,131340
S008388,P006,C06,R036,2024-09-13,2024-09-18,2024-09-18,471,471,1978200
S008389,P013,C02,R045,2023-05-28,2023-05-29,2023-05-29,315,315,590625
S008390,P011,C01,R017,2023-06-05,2023-06-06,2023-06-06,351,351,1014390
S008391,P003,C10,R009,2024-03-08,2024-03-09,2024-03-09,291,291,12222
S008392,P003,C02,R010,2024-04-03,2024-04-08,2024-04-08,110,110,4620
S008393,P003,C08,R034,2022-08-24,2022-08-28,2022-08-28,493,493,20706
S008394,P011,C01,R035,2023-10-06,2023-10-08,2023-10-08,415,415,1199350
S008395,P012,C08,R039,2023-06-14,2023-06-15,2023-06-15,380,380,1512400
S008396,P003,C08,R018,2024-05-03,2024-05-07,2024-05-07,270,270,11340
S008397,P013,C05,R006,2024-12-17,2024-12-21,2024-12-21,65,65,121875
S008398,P019,C02,R010,2023-06-11,2023-06-16,2023-06-16,66,66,1501.5
S008399,P006,C06,R007,2024-03-10,2024-03-12,2024-03-12,23,23,96600
S008400,P007,C02,R018,2023-06-09,2023-06-13,2023-06-13,344,344,1083600
S008401,P007,C07,R012,2023-09-02,2023-09-04,2023-09-08,95,89,299250
S008402,P006,C02,R023,2023-05-06,2023-05-07,2023-05-11,412,412,1730400
S008403,P012,C08,R014,2023-12-12,2023-12-16,2023-12-18,422,422,1679560
S008404,P007,C03,R009,2024-03-24,2024-03-25,2024-03-25,92,92,289800
S008405,P006,C01,R011,2023-04-04,2023-04-05,2023-04-05,171,171,718200
S008406,P013,C09,R012,2023-04-28,2023-04-30,2023-04-30,98,98,183750
S008407,P013,C08,R016,2023-07-21,2023-07-26,2023-07-26,146,146,273750
S008408,P020,C01,R007,2024-01-30,2024-02-01,2024-02-01,163,163,2445
S008409,P012,C06,R013,2023-01-25,2023-01-26,2023-01-26,220,220,875600
S008410,P014,C10,R032,2023-08-19,2023-08-22,2023-08-22,414,414,2566800
S008411,P013,C07,R050,2023-06-07,2023-06-11,2023-06-11,490,490,918750
S008412,P016,C06,R001,2024-10-03,2024-10-04,2024-10-04,157,157,521240
S008413,P019,C07,R027,2024-06-08,2024-06-10,2024-06-10,142,142,3230.5
S008414,P013,C03,R017,2023-07-11,2023-07-12,2023-07-14,354,336,663750
S008415,P018,C10,R025,2023-08-11,2023-08-12,2023-08-12,213,213,7242
S008416,P008,C04,R024,2024-10-04,2024-10-09,2024-10-09,189,189,53865
S008417,P001,C08,R040,2024-02-29,2024-03-03,2024-03-03,58,58,8410
S008418,P002,C04,R012,2023-01-16,2023-01-18,2023-01-18,271,271,26693.5
S008419,P013,C01,R002,2023-11-07,2023-11-11,2023-11-11,487,487,913125
S008420,P019,C10,R007,2023-03-01,2023-03-03,2023-03-03,118,118,2684.5
S008421,P004,C06,R026,2023-06-03,2023-06-05,2023-06-05,304,304,23180
S008422,P004,C04,R007,2022-09-21,2022-09-23,2022-09-23,206,206,15707.5
S008423,P019,C09,R019,2023-04-05,2023-04-06,2023-04-06,311,311,7075.25
S008424,P004,C10,R027,2023-11-17,2023-11-19,2023-11-19,284,284,21655
S008425,P014,C08,R042,2024-01-18,2024-01-22,2024-01-23,180,180,1116000
S008426,P010,C09,R024,2024-11-20,2024-11-25,2024-11-27,164,164,918400
S008427,P015,C03,R004,2024-02-16,2024-02-20,2024-02-20,293,293,776450
S008428,P004,C04,R045,2023-04-13,2023-04-14,2023-04-14,398,398,30347.5
S008429,P007,C07,R022,2024-08-12,2024-08-16,2024-08-16,179,179,563850
S008430,P017,C04,R017,2024-11-19,2024-11-20,2024-11-20,63,63,1165.5
S008431,P017,C03,R034,2022-11-18,2022-11-22,2022-11-22,217,217,4014.5
S008432,P016,C02,R032,2024-01-05,2024-01-08,2024-01-08,158,158,524560
S008433,P011,C01,R028,2024-08-09,2024-08-12,2024-08-12,250,250,722500
S008434,P011,C08,R005,2024-06-09,2024-06-10,2024-06-10,228,228,658920
S008435,P016,C01,R024,2024-08-14,2024-08-19,2024-08-19,396,396,1314720
S008436,P007,C03,R037,2023-12-23,2023-12-24,2023-12-24,114,114,359100
S008437,P001,C03,R029,2023-06-28,2023-06-29,2023-06-29,222,222,32190
S008438,P011,C03,R019,2024-02-21,2024-02-22,2024-02-22,211,211,609790
S008439,P014,C10,R013,2024-12-03,2024-12-04,2024-12-04,335,335,2077000
S008440,P018,C01,R010,2023-10-21,2023-10-26,2023-10-26,449,449,15266
S008441,P015,C04,R007,2024-09-14,2024-09-16,2024-09-16,325,325,861250
S008442,P003,C10,R024,2024-08-24,2024-08-29,2024-08-29,224,224,9408
S008443,P012,C01,R022,2023-06-28,2023-07-02,2023-07-02,267,267,1062660
S008444,P020,C09,R021,2024-06-27,2024-06-28,2024-06-28,465,465,6975
S008445,P009,C03,R012,2024-11-07,2024-11-09,2024-11-09,132,132,40920
S008446,P017,C06,R014,2023-06-27,2023-07-01,2023-07-01,323,323,5975.5
S008447,P018,C04,R017,2023-10-19,2023-10-20,2023-10-20,275,275,9350
S008448,P009,C09,R015,2024-05-15,2024-05-16,2024-05-16,490,490,151900
S008449,P009,C08,R028,2024-02-28,2024-03-02,2024-03-04,85,85,26350
S008450,P012,C03,R014,2024-03-10,2024-03-14,2024-03-15,235,235,935300
S008451,P013,C07,R020,2024-08-24,2024-08-28,2024-08-28,103,103,193125
S008452,P009,C10,R002,2022-09-29,2022-10-03,2022-10-03,499,499,154690
S008453,P017,C06,R021,2023-09-23,2023-09-24,2023-09-24,195,195,3607.5
S008454,P001,C06,R006,2024-01-29,2024-02-02,2024-02-02,174,174,25230
S008455,P006,C04,R033,2022-12-27,2022-12-28,2022-12-28,348,348,1461600
S008456,P004,C03,R032,2022-12-05,2022-12-08,2022-12-08,430,430,32787.5
S008457,P006,C01,R045,2024-01-03,2024-01-04,2024-01-04,365,365,1533000
S008458,P019,C03,R046,2023-07-08,2023-07-11,2023-07-12,26,23,591.5
S008459,P003,C05,R034,2022-12-08,2022-12-12,2022-12-12,60,60,2520
S008460,P018,C06,R015,2023-10-25,2023-10-26,2023-10-26,374,374,12716
S008461,P001,C04,R027,2023-05-14,2023-05-16,2023-05-16,324,324,46980
S008462,P014,C08,R014,2024-04-06,2024-04-10,2024-04-10,400,400,2480000
S008463,P019,C09,R039,2023-09-19,2023-09-20,2023-09-20,448,448,10192
S008464,P002,C03,R019,2024-06-18,2024-06-19,2024-06-19,115,103,11327.5
S008465,P015,C06,R025,2024-11-20,2024-11-21,2024-11-21,258,258,683700
S008466,P003,C01,R034,2024-10-08,2024-10-12,2024-10-12,344,344,14448
S008467,P003,C03,R050,2024-12-23,2024-12-27,2024-12-27,192,192,8064
S008468,P006,C06,R006,2024-03-25,2024-03-29,2024-03-29,150,150,630000
S008469,P017,C03,R028,2024-08-08,2024-08-11,2024-08-11,277,277,5124.5
S008470,P017,C03,R005,2024-08-30,2024-08-31,2024-08-31,332,332,6142
S008471,P002,C06,R039,2024-02-22,2024-02-23,2024-02-23,371,371,36543.5
S008472,P020,C08,R039,2023-10-25,2023-10-26,2023-10-26,436,436,6540
S008473,P005,C05,R006,2024-09-15,2024-09-19,2024-09-19,407,407,85470
S008474,P013,C10,R048,2024-11-20,2024-11-22,2024-11-22,497,497,931875
S008475,P005,C06,R038,2023-08-25,2023-08-29,2023-08-29,435,435,91350
S008476,P002,C08,R046,2024-02-03,2024-02-06,2024-02-06,105,91,10342.5
S008477,P016,C06,R026,2023-11-02,2023-11-04,2023-11-04,188,188,624160
S008478,P019,C02,R027,2023-05-10,2023-05-12,2023-05-12,219,219,4982.25
S008479,P003,C03,R002,2023-02-04,2023-02-08,2023-02-08,322,322,13524
S008480,P004,C04,R042,2022-10-21,2022-10-25,2022-10-25,181,181,13801.25
S008481,P002,C02,R034,2023-04-16,2023-04-20,2023-04-20,28,28,2758
S008482,P016,C03,R049,2022-10-13,2022-10-14,2022-10-14,344,344,1142080
S008483,P016,C05,R006,2024-08-25,2024-08-29,2024-08-29,326,326,1082320
S008484,P011,C07,R028,2023-10-06,2023-10-09,2023-10-09,463,463,1338070
S008485,P002,C04,R021,2024-10-31,2024-11-01,2024-11-01,69,69,6796.5
S008486,P018,C09,R039,2023-04-11,2023-04-12,2023-04-12,35,35,1190
S008487,P009,C09,R009,2024-04-24,2024-04-25,2024-04-25,230,230,71300
S008488,P006,C03,R038,2023-03-12,2023-03-16,2023-03-20,80,80,336000
S008489,P016,C09,R036,2024-01-29,2024-02-03,2024-02-03,25,25,83000
S008490,P001,C08,R012,2024-08-04,2024-08-06,2024-08-06,352,352,51040
S008491,P018,C02,R034,2024-08-12,2024-08-16,2024-08-16,350,350,11900
S008492,P008,C08,R007,2022-12-05,2022-12-07,2022-12-07,259,259,73815
S008493,P003,C09,R017,2024-07-21,2024-07-22,2024-07-22,324,324,13608
S008494,P008,C08,R034,2023-03-04,2023-03-08,2023-03-08,427,427,121695
S008495,P008,C10,R023,2023-12-25,2023-12-26,2023-12-26,264,264,75240
S008496,P004,C04,R049,2024-01-09,2024-01-10,2024-01-10,74,74,5642.5
S008497,P001,C02,R020,2022-11-23,2022-11-27,2022-11-27,303,303,43935
S008498,P006,C03,R005,2023-08-12,2023-08-13,2023-08-13,162,162,680400
S008499,P013,C06,R038,2022-09-18,2022-09-22,2022-09-22,178,178,333750
S008500,P001,C05,R038,2023-06-08,2023-06-12,2023-06-12,327,327,47415
S008501,P001,C04,R001,2023-11-11,2023-11-12,2023-11-12,260,260,37700
S008502,P001,C04,R024,2024-12-15,2024-12-20,2024-12-20,237,237,34365
S008503,P002,C05,R016,2023-12-30,2024-01-04,2024-01-07,266,266,26201
S008504,P009,C04,R020,2024-07-07,2024-07-11,2024-07-11,185,185,57350
S008505,P004,C02,R018,2024-11-06,2024-11-10,2024-11-10,260,260,19825
S008506,P014,C05,R036,2022-07-10,2022-07-15,2022-07-15,401,401,2486200
S008507,P019,C08,R028,2024-01-19,2024-01-22,2024-01-22,365,365,8303.75
S008508,P012,C03,R043,2024-07-09,2024-07-10,2024-07-10,445,445,1771100
S008509,P008,C06,R043,2024-01-10,2024-01-11,2024-01-11,232,232,66120
